0.47631,-0.85553,0.55218,1
0.3517,-0.63395,0.41554,1
0.22608,-0.45193,0.26276,1
0.21983,-0.42809,0.26394,1
-0.10219,0.15317,-0.090318,1
0.093838,-0.15343,0.094863,1
-0.24693,0.44753,-0.2667,1
0.3534,-0.62107,0.40092,1
-0.33297,0.59657,-0.38802,1
0.61649,-1.1522,0.72879,1
-0.34764,0.67818,-0.41333,1
0.097016,-0.19739,0.10488,1
-0.065324,0.14071,-0.058764,1
0.83334,-1.4959,0.99593,1
0.52971,-0.97901,0.61295,1
-0.5119,0.91254,-0.59267,1
-0.86009,1.5606,-0.99957,1
0.14875,-0.20912,0.12722,1
-0.24656,0.45409,-0.29681,1
-0.74728,1.3805,-0.88489,1
-0.73781,1.3689,-0.87812,1
0.78327,-1.4331,0.9324,1
0.44295,-0.7985,0.51321,1
0.1791,-0.32404,0.18023,1
-0.58689,1.0626,-0.68689,1
0.58713,-1.046,0.65669,1
0.12114,-0.20233,0.1581,1
-0.5242,0.98576,-0.62781,1
-0.039096,0.043361,-0.035684,1
-0.2046,0.34634,-0.22621,1
0.14109,-0.25513,0.16173,1
-0.34347,0.60439,-0.39079,1
-0.39993,0.70608,-0.45265,1
0.20585,-0.37449,0.22972,1
-0.75047,1.3744,-0.87002,1
-0.23132,0.45454,-0.30789,1
0.2588,-0.49134,0.30947,1
-0.25626,0.47721,-0.31488,1
0.23781,-0.40348,0.26852,1
0.069754,-0.11636,0.075481,1
-0.28754,0.4614,-0.30037,1
0.44605,-0.79854,0.5107,1
0.13617,-0.27175,0.1758,1
0.47844,-0.8857,0.56625,1
0.28196,-0.52338,0.34186,1
-0.39043,0.70094,-0.45578,1
0.62199,-1.1234,0.73366,1
0.22414,-0.44867,0.27471,1
0.020959,-0.05179,0.020547,1
0.62716,-1.1293,0.73111,1
-0.10236,0.19011,-0.1151,1
0.85882,-1.5374,0.99768,1
-0.082104,0.1462,-0.095323,1
-0.17314,0.32203,-0.20647,1
0.52631,-0.9646,0.61553,1
0.2098,-0.37289,0.24618,1
-0.25097,0.44083,-0.28369,1
0.10422,-0.20828,0.14008,1
0.77421,-1.428,0.90416,1
-0.028022,0.026219,-0.029164,1
-0.13907,0.22252,-0.12742,1
-0.034531,0.038424,-0.041256,1
-0.16669,0.33768,-0.21186,1
-0.18331,0.33312,-0.20966,1
-0.53893,0.99455,-0.63763,1
0.43064,-0.78197,0.50546,1
0.73361,-1.3666,0.87335,1
-0.35127,0.62911,-0.40386,1
0.14191,-0.23781,0.14693,1
0.51416,-0.91324,0.599,1
-0.46144,0.84687,-0.53926,1
0.21911,-0.39153,0.256,1
-0.39612,0.70001,-0.44989,1
-0.1598,0.2841,-0.19078,1
-0.58949,1.1042,-0.71142,1
-0.18777,0.33398,-0.23072,1
-0.29051,0.49353,-0.32499,1
0.25456,-0.49576,0.31575,1
0.23317,-0.43399,0.27111,1
-0.67349,1.2069,-0.78646,1
0.13655,-0.26561,0.1776,1
-0.076726,0.12687,-0.089721,1
0.69873,-1.2402,0.7954,1
